,cast,crew,id
4455,"['Corey Feldman', 'Corey Haim', 'Jason Robards']",Marc Rocco,15142
4456,"['Michael Keaton', 'Christopher Lloyd', 'Peter Boyle']",Howard Zieff,14550
4457,"['Donald Sutherland', 'Janet Suzman', 'Zakes Mokae']",Euzhan Palcy,32075
4458,"['Geena Davis', 'Jeff Goldblum', 'Damon Wayans']",Julien Temple,2210
4459,"['Michael Paré', 'Marina Orsini', 'Bernie Coulson']",Jean-Claude Lord,25005
4460,"['Tom Berenger', 'Michael Paré', 'Joe Pantoliano']",Martin Davidson,21721
4461,"['Ron Silver', 'Anjelica Huston', 'Lena Olin']",Paul Mazursky,116014
4462,"['Tim Robbins', 'Mickey Rooney', 'Eartha Kitt']",Terry Jones,11828
4463,"['John Travolta', 'Arye Gross', 'Kelly Preston']",Dave Thomas,55699
4464,"['Sean Connery', 'Dustin Hoffman', 'Matthew Broderick']",Sidney Lumet,10551
4465,"['Nigel Havers', 'Frank McRae', 'Gerry Lopez']",John Milius,20713
4466,"['Paul Newman', 'Dwight Schultz', 'Bonnie Bedelia']",Roland Joffé,27461
4467,"['Meg Tilly', 'Rupert Frazer', 'Nicholas Le Prevost']",Gordon Hessler,41969
4468,"['Christian Slater', 'Tony Hawk', 'Stacy Peralta']",Graeme Clifford,1380
4469,"['Adam Sandler', 'Scott LaRose', 'Tom Hodges']",Valerie Breiman,19157
4470,"['Dennis Quaid', 'Winona Ryder', 'John Doe']",Jim McBride,11465
4471,"['Matthew Modine', 'Christine Lahti', 'Todd Field']",Thom Eberhardt,17190
4472,"['Patrick Dempsey', 'Helen Slater', 'Dan Schneider']",Mel Damski,55059
4473,"['Eddie Murphy', 'Richard Pryor', 'Redd Foxx']",Eddie Murphy,9085
4474,"['Tom Selleck', 'Paulina Porizkova', 'William Daniels']",Bruce Beresford,17819
4475,"['Jim Belushi', 'Whoopi Goldberg', 'Anne Ramsey']",Andrei Konchalovsky,46786
4476,"['Richard E. Grant', 'Rachel Ward', 'Richard Wilson']",Bruce Robinson,14776
4477,"['Glenn Close', 'James Woods', 'Mary Stuart Masterson']",Jonathan Kaplan,59585
4478,"['Bruce Willis', 'Emily Lloyd', 'Joan Allen']",Norman Jewison,32855
4479,"['F. Murray Abraham', 'Laila Robins', 'David Rasche']",Peter Yates,29185
4480,"['Robert De Niro', 'Kathy Baker', 'Ed Harris']",David Hugh Jones,39787
4481,"['Kevin Kline', 'Susan Sarandon', 'Mary Elizabeth Mastrantonio']",Pat O'Connor,32059
4482,"['Mickey Rourke', 'Ellen Barkin', 'Morgan Freeman']",Walter Hill,505
4483,"['Lothaire Bluteau', 'Catherine Wilkening', 'Johanne-Marie Tremblay']",Denys Arcand,4486
4484,"['Jim Belushi', 'Mel Harris', 'Kevin Tighe']",Rod Daniel,10345
4485,"['Jean-Claude Van Damme', 'Dennis Alexio', 'Dennis Chan']",Jean-Claude Van Damme,10222
4486,"['Stephen Lang', 'Jennifer Jason Leigh', 'Burt Young']",Uli Edel,12774
4487,"['Morgan Freeman', 'Beverly Todd', 'Robert Guillaume']",John G. Avildsen,14621
4488,"['Richard Dreyfuss', 'David Johansen', 'Teri Garr']",Joe Pytka,19118
4489,"['Peter Weller', 'Richard Crenna', 'Amanda Pays']",George P. Cosmatos,14372
4490,"['Fred Savage', 'Howie Mandel', 'Daniel Stern']",Richard Greenberg,15138
4491,"['Sylvester Stallone', 'Donald Sutherland', 'John Amos']",John Flynn,9972
4492,"['John Travolta', 'Kirstie Alley', 'Olympia Dukakis']",Amy Heckerling,9494
4493,"['Patrick Dempsey', 'Kirstie Alley', 'Carrie Fisher']",Joan Micklin Silver,17362
4494,"['Tom Berenger', 'Charlie Sheen', 'Corbin Bernsen']",David S. Ward,9942
4495,"['Donna Akersten', 'Stuart Devenie', 'Mark Hadlow']",Peter Jackson,8216
4496,"['Kris Kristofferson', 'Cheryl Ladd', 'Daniel J. Travanti']",Michael Anderson,4296
4497,"['Anthony Edwards', 'Mare Winningham', 'John Agar']",Steve De Jarnatt,24739
4498,"['Holly Hunter', 'Alfre Woodard', 'Mary Steenburgen']",Thomas Schlamme,39197
4499,"['Woody Allen', 'Marvin Chatinover', 'Mae Questel']",Woody Allen,9686
4500,"['Patrick Swayze', 'Liam Neeson', 'Adam Baldwin']",John Irvin,27418
4501,"['Hulk Hogan', 'Tom Lister Jr.', 'Joan Severance']",Thomas J. Wright,39002
4502,"['Jane Fonda', 'Gregory Peck', 'Jimmy Smits']",Luis Puenzo,43345
4503,"['Gene Hackman', 'Joanna Cassidy', 'Tommy Lee Jones']",Andrew Davis,31606
4504,"['Randy Quaid', 'Mary Beth Hurt', 'Sandy Dennis']",Bob Balaban,27607
4505,"['Penn Jillette', 'Teller', 'Caitlin Clarke']",Arthur Penn,37146
4506,"['Clint Eastwood', 'Bernadette Peters', 'Timothy Carhart']",Buddy Van Horn,20006
4507,"['Dolph Lundgren', 'Louis Gossett, Jr.', 'Jeroen Krabbé']",Mark Goldblatt,8867
4508,"['Dolph Lundgren', 'M. Emmet Walsh', 'Al White']",Joseph Zito,12663
4509,"['Sam Neill', 'William H. Macy', 'Téa Leoni']",Joe Johnston,331
4510,"['Julia Roberts', 'Billy Crystal', 'Catherine Zeta-Jones']",Joe Roth,11467
4511,"['Takeshi Kitano', 'Omar Epps', 'Claude Maki']",Takeshi Kitano,327
4512,"['Thora Birch', 'Scarlett Johansson', 'Steve Buscemi']",Terry Zwigoff,1548
4513,"['John Cameron Mitchell', 'Alberta Watson', 'Gene Pyrz']",John Cameron Mitchell,13403
4514,"['Mark Wahlberg', 'Tim Roth', 'Helena Bonham Carter']",Tim Burton,869
4515,"['Licia Maglietta', 'Bruno Ganz', 'Giuseppe Battiston']",Silvio Soldini,552
4516,"['Koji Yakusho', 'Masato Hagiwara', 'Tsuyoshi Ujiki']",Kiyoshi Kurosawa,36095
4517,"['Clive Owen', 'Helen Mirren', 'David Kelly']",Joel Hershman,33379
4518,"['Jon Gries', 'Daryl Hannah', 'Adam Baldwin']",Michael Polish,196859
4519,"['Susie Porter', 'Kelly McGillis', 'Abbie Cornish']",Samantha Lang,47574
4520,"['Janeane Garofalo', 'David Hyde Pierce', 'Michael Showalter']",David Wain,2171
4521,"['Judd Nelson', 'Robert Loggia', 'Leo Rossi']",William Lustig,87462
4522,"['Kiefer Sutherland', 'Lou Diamond Phillips', 'Jami Gertz']",Jack Sholder,20307
4523,"['Louis Jourdan', 'Heather Locklear', 'Sarah Douglas']",Jim Wynorski,19142
4524,"['Michael York', 'Oliver Reed', 'Frank Finlay']",Richard Lester,41946
4525,"['Patrick Swayze', 'Kelly Lynch', 'Sam Elliott']",Rowdy Herrington,10135
4526,"['Raúl Juliá', 'Richard Jordan', 'Ana Alicia']",John Duigan,32767
4527,"['Marianne Sägebrecht', 'Brad Davis', 'Judge Reinhold']",Percy Adlon,56162
4528,"['Cheech Marin', 'Eric Roberts', 'Julie Hagerty']",Aaron Russo,24254
4529,"['Axel Jodorowsky', 'Blanca Guerra', 'Guy Stockwell']",Alejandro Jodorowsky,19236
4530,"['John Hurt', 'Joanne Whalley', 'Bridget Fonda']",Michael Caton-Jones,32261
4531,"['Jacqueline Bisset', 'Ray Sharkey', 'Mary Woronov']",Paul Bartel,60276
4532,"['Al Pacino', 'Ellen Barkin', 'John Goodman']",Harold Becker,12150
4533,"['Richard Pryor', 'Gene Wilder', 'Joan Severance']",Arthur Hiller,11185
4534,"['Tony Danza', 'Ami Dolenz', 'Catherine Hicks']",Stan Dragoti,47045
4535,"['Pauline Collins', 'Tom Conti', 'Julia McKenzie']",Lewis Gilbert,18683
4536,"['Michael Murphy', 'Mitch Pileggi', 'Peter Berg']",Wes Craven,12521
4537,"['John Ritter', 'Vincent Gardenia', 'Alyson Reed']",Blake Edwards,12478
4538,"['Bernadette Peters', 'Chris Sarandon', 'Mary Beth Hurt']",James Ivory,49788
4539,"['Patrick Dempsey', 'Jennifer Connelly', 'Sheila Kelley']",Michael Hoffman,31083
4540,"[""Terry O'Quinn"", 'Meg Foster', 'Caroline Williams']",Jeff Burr,30666
4541,"[""Terry O'Quinn"", 'Jill Schoelen', 'Shelley Hack']",Joseph Ruben,25155
4542,"['Genevieve Lemon', 'Karen Colston', 'Tom Lycos']",Jane Campion,65015
4543,"['Jeff Goldblum', 'Emma Thompson', 'Rowan Atkinson']",Mel Smith,24077
4544,"['Sylvester Stallone', 'Kurt Russell', 'Teri Hatcher']",Andrei Konchalovsky,9618
4545,"['Gregory Hines', 'Sammy Davis, Jr.', 'Suzzanne Douglas']",Nick Castle,16560
4546,"['Nick Nolte', 'Martin Short', 'Sarah Rowland Doroff']",Francis Veber,31608
4547,"['Shelley Long', 'Craig T. Nelson', 'Betty Thomas']",Jeff Kanew,22102
4548,"['Tom Hanks', 'Mare Winningham', 'Craig T. Nelson']",Roger Spottiswoode,6951
4549,"['""Weird Al"" Yankovic', 'Victoria Jackson', 'Michael Richards']",Jay Levey,11959
4550,"['John Candy', 'Jean Louisa Kelly', 'Macaulay Culkin']",John Hughes,2616
4551,"['Nicolas Cage', 'María Conchita Alonso', 'Jennifer Beals']",Robert Bierman,7091
4552,"['Kathleen Turner', 'Michael Douglas', 'Danny DeVito']",Danny DeVito,249
4553,"['Julian Sands', 'Lori Singer', 'Richard E. Grant']",Steve Miner,11342
4554,"['Fred Savage', 'Luke Edwards', 'Beau Bridges']",Todd Holland,183
4555,"['Mark Harmon', 'Madeleine Stowe', 'Lesley Ann Warren']",Will Mackenzie,32330
4556,"['Julian Sands', 'Chris Young', 'Paula Marshall']",Anthony Hickox,24126
4557,"['Andrew McCarthy', 'Jonathan Silverman', 'Terry Kiser']",Robert Klane,8494
4558,"['Tom Courtenay', 'Wilfred Pickles', 'Mona Washbourne']",John Schlesinger,26535
4559,"['Lothaire Bluteau', 'Aden Young', 'Sandrine Holt']",Bruce Beresford,41784
4560,"['Karl Malden', 'Catherine Spaak', 'James Franciscus']",Dario Argento,27431
4561,"['Richard Gere', 'Gregory Hines', 'Diane Lane']",Francis Ford Coppola,2148
4562,"['Lenore Zann', 'Maury Chaykin', 'Kate Lynch']",Paul Donovan,42033
4563,"['Rob Lowe', 'Jodie Foster', 'Paul McCrane']",Tony Richardson,11308
4564,"['Ben Mendelsohn', 'Jeremy Sims', 'John Polson']",David Caesar,23239
4565,"['Laura Fraser', 'Adam Monty', 'Isabella Rossellini']",Jeroen Krabbé,53119
4566,"['Nick Nolte', 'Tuesday Weld', 'Michael Moriarty']",Karel Reisz,31941
4567,"['George Hamilton', 'Lauren Hutton', 'Brenda Vaccaro']",Peter Medak,19317
4568,"['Kevin Van Hentenryck', 'Terri Susan Smith', 'Beverly Bonner']",Frank Henenlotter,27813
4569,"['Douglas Henshall', 'Gary Lewis', 'Rosemarie Stevenson']",Peter Mullan,57745
4570,"['Angelina Jolie', 'Antonio Banderas', 'Gregory Itzin']",Michael Cristofer,2057
4571,"['Anne Hathaway', 'Julie Andrews', 'Heather Matarazzo']",Garry Marshall,9880
4572,"['Chris Tucker', 'Jackie Chan', 'Zhang Ziyi']",Brett Ratner,5175
4573,"['Benoît Verhaert', 'Aylin Yay', 'Magali Pinglaut']",Pierre-Paul Renders,21596
4574,"['Isaach De Bankolé', 'Giulia Boschi', 'François Cluzet']",Claire Denis,41951
4575,"['John Wayne', 'Hardy Krüger', 'Elsa Martinelli']",Howard Hawks,11385
4576,"['Ugo Tognazzi', 'Michel Serrault', 'Claire Maurier']",Édouard Molinaro,4484
4577,"['Ugo Tognazzi', 'Michel Serrault', 'Marcel Bozzuffi']",Édouard Molinaro,11684
4578,"['Kevin Anderson', 'Pamela Gidley', 'Bill Pullman']",Mike Figgis,44414
4579,"['Patrick Magee', 'Ian Richardson', 'Glenda Jackson']",Peter Brook,44258
4580,"['Lee Marvin', 'Clint Eastwood', 'Jean Seberg']",Joshua Logan,20391
4581,"['John Wayne', 'Lauren Bacall', 'Ron Howard']",Don Siegel,12584
4582,[],Steven M. Martin,70042
4583,"['Jean-Pierre Cargol', 'François Truffaut', 'Françoise Seigner']",François Truffaut,1627
4584,"['William Hurt', 'Blair Brown', 'Bob Balaban']",Ken Russell,11542
4585,"['Clint Eastwood', 'Sondra Locke', 'Geoffrey Lewis']",Buddy Van Horn,17169
4586,"['Charlton Heston', 'Susannah York', 'Jill Townsend']",Mike Newell,39176
4587,"['Art Garfunkel', 'Theresa Russell', 'Harvey Keitel']",Nicolas Roeg,33214
4588,"['Jackie Chan', 'José Ferrer', 'Kristine DeBell']",Robert Clouse,19267
4589,"['Jason Biggs', 'Thomas Ian Nicholas', 'Chris Klein']",J.B. Rogers,2770
4590,"['Chris Rock', 'Laurence Fishburne', 'David Hyde Pierce']",Bobby Farrelly,12610
4591,"['Nicole Kidman', 'Christopher Eccleston', 'Alakina Mann']",Alejandro Amenábar,1933
4592,"['Colin Farrell', 'Scott Caan', 'Ali Larter']",Les Mayfield,13496
4593,"['Dan Bucatinsky', 'Richard Ruccolo', 'Doris Roberts']",Julie Davis,21055
4594,"['Tilda Swinton', 'Goran Visnjic', 'Jonathan Tucker']",Scott McGehee,24936
4595,"['Cillian Murphy', 'Martin Carney', 'Paul Hickey']",John Carney,80070
4596,"['Peter Mullan', 'David Caruso', 'Stephen Gevedon']",Brad Anderson,10972
4597,[],Alan Miiller,207541
4598,"['Nicolas Cage', 'Penélope Cruz', 'John Hurt']",John Madden,1722
4599,"['Cuba Gooding Jr.', 'Seth Green', 'Whoopi Goldberg']",Jerry Zucker,9896
4600,"['Stellan Skarsgård', 'Lena Headey', 'Ian Hart']",Hans Petter Moland,26665
4601,"['Julia Blake', 'Kristine Van Pellicom', 'Kenny Aernouts']",Paul Cox,125707
4602,"['Jake Gyllenhaal', 'Swoosie Kurtz', 'Marley Shelton']",Blair Hayes,9683
4603,"['Dan Aykroyd', 'Helen Hunt', 'Woody Allen']",Woody Allen,2779
4604,"['Kevin Smith', 'Jason Mewes', 'Ben Affleck']",Kevin Smith,2294
4605,"['Natasha Henstridge', 'Ice Cube', 'Jason Statham']",John Carpenter,10016
4606,"['Freddie Prinze Jr.', 'Jessica Biel', 'Fred Ward']",Mike Tollin,26602
4607,"['Scarlett Johansson', 'Nastassja Kinski', 'Tony Goldwyn']",Éva Gárdos,37920
4608,"[""Vincent D'Onofrio"", 'Marisa Tomei', 'Nadia Dajani']",Brad Anderson,22230
4609,"['Laura Kirk', 'Nat DeWolf', 'Griffin Dunne']",Griffin Dunne,206412
4610,"['Joely Richardson', 'Matthew Macfadyen', 'Hugh Laurie']",Ben Elton,13966
4611,"['Lisa Lindgren', 'Michael Nyqvist', 'Emma Samuelsson']",Lukas Moodysson,742
4612,"['Seth Gilliam', 'Dwight Ewell', 'Rockmond Dunbar']",Patrik-Ian Polk,248757
4613,"['Jacqueline Obradors', 'Tamara Mello', 'Judy Herrera']",María Ripoll,15104
4614,"['Gina Philips', 'Justin Long', 'Jonathan Breck']",Victor Salva,8922
4615,"['Mekhi Phifer', 'Josh Hartnett', 'Andrew Keegan']",Tim Blake Nelson,11065
4616,"['Natasha Richardson', 'Charlize Theron', 'Billy Bob Thornton']",Jordan Brady,21118
4617,"['Jesse Bradford', 'Jordan Brower', 'Jonathan Taylor Thomas']",Nickolas Perry,46727
4618,"['Victor Wong', 'Michael Treanor', 'Max Elliott Slade']",Jon Turteltaub,16314
4619,"['Victor Wong', 'Max Elliott Slade', 'Sean Fox']",Charles T. Kanganis,18885
4620,"['Victor Wong', 'Charles Napier', 'Michael Treanor']",Shin Sang-ok,40508
4621,"['Steve McQueen', 'Eli Wallach', 'Kathryn Harrold']",Buzz Kulik,5922
4622,"['Joe Spinell', 'Caroline Munro', 'Abigail Clayton']",William Lustig,27346
4623,"['Chris Makepeace', 'Sandy Baron', 'Robert Rusler']",Richard Wenk,34223
4624,"['Edward Woodward', 'Christopher Lee', 'Britt Ekland']",Robin Hardy,16307
4625,"['Katherine Heigl', 'Danielle Harris', 'Donnie Jeffcoat']",Blair Treu,27681
4626,"['Catherine Deneuve', 'Mena Suvari', 'Stephen Rea']",Peter Hyams,11370
4627,"['Mark Wahlberg', 'Jennifer Aniston', 'Jason Flemyng']",Stephen Herek,12508
4628,"['Eliza Dushku', 'Melissa Sagemiller', 'Wes Bentley']",Stephen Carpenter,14033
4629,"['Vivica A. Fox', 'Моррис Честнат', 'Anthony Anderson']",Mark Brown,25462
4630,[],,223346
4631,"['Robert Forster', 'Donnie Wahlberg', 'Bess Armstrong']",Dan Cohen,34714
4632,"['Rashid Akbari', 'Mahmoud Behraznia', 'Valiollah Beta']",Hassan Yektapanah,47161
4633,"['Jesdaporn Pholdee', 'Sahaphap Tor', 'Ekachai Buranapanit']",Yongyoot Thongkongtoon,106230
4634,"['Selma Blair', 'Max Beesley', ""O'Neal Compton""]",Dana Lustig,35176
4635,"['Paul Dano', 'Bruce Altman', 'Brian Cox']",Michael Cuesta,18734
4636,"['Germán Jaramillo', 'Anderson Ballesteros', 'Juan David Restrepo']",Barbet Schroeder,44321
4637,"['Bud Abbott', 'Lou Costello', 'Marie Windsor']",Charles Lamont,26661
4638,"['Rudolf Klein-Rogge', 'Aud Egede Nissen', 'Gertrude Welcker']",Fritz Lang,5998
4639,['Judi Dench'],Mark Jonathan Harris,58062
4640,"['Leelee Sobieski', 'Diane Lane', 'Stellan Skarsgård']",Daniel Sackheim,2176
4641,"['Keanu Reeves', 'Diane Lane', 'Michael B. Jordan']",Brian Robbins,20857
4642,"['Danny Aiello', 'John Rothman', 'Frank Bongiorno']",Bob Giraldi,22617
4643,"['Josh Kornbluth', 'Keith Warren', 'Sarah Overman']",Jacob Kornbluth,75386
4644,"['Tim Allen', 'Rene Russo', 'Patrick Warburton']",Barry Sonnenfeld,2185
4645,"['Mariah Carey', 'Max Beesley', 'Terrence Howard']",Vondie Curtis-Hall,10696
4646,"['Denzel Washington', 'Ethan Hawke', 'Scott Glenn']",Antoine Fuqua,2034
4647,"['Joshua Taylor', 'Greg Russell Cook', 'Rocco Sisto']",Cory McAbee,21538
4648,"['Cristina Ionescu', 'Mihai Alexandre Tudose', ""Violeta 'Macarena' Rosu""]",Edet Belzberg,51722
4649,[],Kenneth A. Carlson,101860
4650,"['Ian Hart', 'Claire Hackett', 'Anthony Borrows']",Stephen Frears,48834
4651,"['Michael York', 'Michael Biehn', 'Diane Venora']",Brian Trenchard-Smith,30379
4652,"['Edward Burns', 'Heather Graham', 'Rosario Dawson']",Edward Burns,31016
4653,"['Liam Neeson', 'David Cale', ""Brian d'Arcy James""]",George Butler,32567
4654,"['Meryl Streep', 'Jeremy Irons', 'Jeremy Irons']",Karel Reisz,12537
4655,"['Jean-Louis Trintignant', 'Klaus Kinski', 'Frank Wolff']",Sergio Corbucci,9028
4656,"['Pamela Franklin', 'Roddy McDowall', 'Clive Revill']",John Hough,16180
4657,"['Jodie Foster', 'Dianne Wiest', 'Adam Hann-Byrd']",Jodie Foster,11521
4658,"['Vera Alentova', 'Irina Muravyova', 'Raisa Ryazanova']",Vladimir Menshov,21028
4659,"['William Finley', 'Paul Williams', 'Jessica Harper']",Brian De Palma,27327
4660,"['Richard Harris', 'Gale Sondergaard', 'Geoffrey Lewis']",Irvin Kershner,35200
4661,"['Burt Lancaster', 'Susan Clark', 'Frank Silvera']",Edwin Sherin,21242
4662,"['Charles Herbert', 'Jo Morrow', 'Martin Milner']",William Castle,29756
4663,"['Susan Anspach', 'Erland Josephson', 'Marianna Jacobi']",Dusan Makavejev,82523
4664,"['Cristina Marsillach', 'Ian Charleson', 'Urbano Barberini']",Dario Argento,20115
4665,"['Cary Grant', 'Leslie Caron', 'Trevor Howard']",Ralph Nelson,30295
4666,"['Cary Grant', 'Deborah Kerr', 'Robert Mitchum']",Stanley Donen,25767
4667,"['Frank Sinatra', 'Edward G. Robinson', 'Eleanor Parker']",Frank Capra,33725
4668,"['Cary Grant', 'Ingrid Bergman', 'Cecil Parker']",Stanley Donen,22874
4669,"['Spencer Tracy', 'Milton Berle', 'Sid Caesar']",Stanley Kramer,11576
4670,"['Paul Robeson', 'Cedric Hardwicke', 'Anna Lee']",Robert Stevenson,43860
4671,"['Bette Davis', 'Herbert Marshall', 'Teresa Wright']",William Wyler,43802
4672,"['Cary Grant', 'Tony Curtis', ""Joan O'Brien""]",Blake Edwards,9660
4673,"['Clint Eastwood', 'Jessica Walter', 'John Larch']",Clint Eastwood,15393
4674,"['Glenn Ford', 'Bette Davis', 'Hope Lange']",Frank Capra,248
4675,"['Marlon Brando', 'Miyoshi Umeki', 'Ricardo Montalban']",Joshua Logan,40885
4676,"['Ida Kaminska', 'Jozef Kroner', 'Martin Gregor']",Ján Kadár,25905
4677,"['David Knell', 'Perry Lang', 'Paul Land']",Sean S. Cunningham,21148
4678,"['Kiefer Sutherland', 'Jeff Bridges', 'Nancy Travis']",George Sluizer,1644
4679,"['Meryl Streep', 'Kurt Russell', 'Cher']",Mike Nichols,12502
4680,"['Kathleen Quinlan', 'Bibi Andersson', 'Ben Piazza']",Anthony Page,66092
4681,"['Phil Daniels', 'Leslie Ash', 'Phil Davis']",Franc Roddam,10373
4682,"['Kate Capshaw', 'Lea Thompson', 'Kelly Preston']",Harry Winer,13766
4683,"['Richard Derr', 'Barbara Rush', 'Larry Keating']",Rudolph Maté,16380
4684,"['Michael Douglas', 'Sean Bean', 'Brittany Murphy']",Gary Fleder,12103
4685,"['Anthony Hopkins', 'Anton Yelchin', 'Hope Davis']",Scott Hicks,11313
4686,"['Ben Stiller', 'Owen Wilson', 'Christine Taylor']",Ben Stiller,9398
4687,"['Craig Ferguson', 'Jane Horrocks', 'Adrian Lester']",David Kane,35066
4688,"['Dante Basco', 'Ryan Browning', 'A.J. Buckley']",Eric Hannah,45864
4689,"['Jeanne Balibar', 'Marianne Basler', 'Hélène de Fougerolles']",Jacques Rivette,55372
4690,"['Frank Rogala', 'Vince Rogala', 'Robin Canada']",Dov Kelemer,292947
4691,"['Steve Zahn', 'Paul Walker', 'Leelee Sobieski']",John Dahl,10866
4692,"['Alex D. Linz', 'Zena Grey', 'Nora Dunn']",Tim Hill,34549
4693,"['John Cusack', 'Kate Beckinsale', 'Jeremy Piven']",Peter Chelsom,9778
4694,"['Jerry Garcia', 'David Grisman']",Gillian Grisman,34453
4695,"['Mercedes Morán', 'Graciela Borges', 'Martín Adjemián']",Lucrecia Martel,58429
4696,"['Lee Marvin', 'Mark Hamill', 'Robert Carradine']",Samuel Fuller,16121
4697,"['Suzanna Love', 'Ron James', 'John Carradine']",Ulli Lommel,40220
4698,"['Claude Brasseur', 'Brigitte Fossey', 'Sophie Marceau']",Claude Pinoteau,166
4699,"['Olivia de Havilland', 'James Caan', 'Jennifer Billingsley']",Walter Grauman,42787
4700,"['Robert Redford', 'Yaphet Kotto', 'Jane Alexander']",Stuart Rosenberg,1623
4701,"['Alex Briley', 'David Hodo', 'Glenn Hughes']",Nancy Walker,40932
4702,"['Gary Busey', 'Jodie Foster', 'Robbie Robertson']",Robert Kaylor,32027
4703,"['George C. Scott', 'Trish Van Devere', 'Melvyn Douglas']",Peter Medak,13550
4704,"['Cheech Marin', 'Tommy Chong', 'Evelyn Guerrero']",Tommy Chong,13612
4705,"['Sissy Spacek', 'Tommy Lee Jones', 'Levon Helm']",Michael Apted,16769
4706,"['Richard Dreyfuss', 'Amy Irving', 'Lee Remick']",Joel Oliansky,42158
4707,"['Al Pacino', 'Karen Allen', 'Paul Sorvino']",William Friedkin,27958
4708,"['John Lydon', 'Sid Vicious', 'Nancy Spungen']",Lech Kowalski,86463
4709,"['George Kennedy', 'Richard Crenna', 'Nick Mancuso']",Alvin Rakoff,31703
4710,"['Catherine Deneuve', 'Gérard Depardieu', 'Jean Poiret']",François Truffaut,1716
4711,"['Bette Midler', 'Jocelyn Brown', 'Ula Hedwig']",Michael Ritchie,27059
4712,"['Christopher Walken', 'Tom Berenger', 'Winston Ntshona']",John Irvin,20681
4713,"['Carmine Giovinazzo', 'Monet Mazur', 'Vincent Ventresca']",Eric Schwab,57743
4714,"['Bruce Willis', 'Billy Bob Thornton', 'Cate Blanchett']",Barry Levinson,3172
4715,"['Chris Kattan', 'Vinessa Shaw', 'Peter Falk']",Rob Pritts,17708
4716,"['Yu Rong-Guang', 'Donnie Yen', 'Jean Wang']",Yuen Woo-ping,12780
4717,"['Anaïs Reboux', 'Roxane Mesquida', 'Libero De Rienzo']",Catherine Breillat,570
4718,"['Naomi Watts', 'Laura Harring', 'Ann Miller']",David Lynch,1018
4719,"['Albert Brooks', 'Leelee Sobieski', 'John Goodman']",Christine Lahti,25641
4720,"['Ryuji Aigase', 'Takehito Koyasu', 'Shoutarou Morikubo']",Hirotsugu Kawasaki,16767
4721,"['Aria Alpert Adjani', 'Ruben Anders', 'Rosanna Arquette']",Allison Anders,102933
4722,"['Snoop Dogg', 'Pam Grier', 'Michael T. Weiss']",Ernest R. Dickerson,11380
4723,"['John Wayne', 'Richard Attenborough', 'Judy Geeson']",Douglas Hickox,27396
4724,"['Elvis Presley', 'Shelley Fabares', 'Will Hutchins']",Athur H. Nadel,26299
4725,"['Clint Eastwood', 'Harry Guardino', 'Reni Santoni']",Don Siegel,984
4726,['Leonard Nimoy'],Ben Burtt,15559
4727,"['Chaim Topol', 'Norma Crane', 'Leonard Frey']",Norman Jewison,14811
4728,['James Whitmore'],Graeme Ferguson,21741
4729,"['Matt Dillon', 'Andrew McCarthy', 'Leslie Hope']",David Stevens,77670
4730,"['Judd Nelson', 'Jonna Lee', 'Gordon Jump']",Dorian Walker,55727
4731,['August Schellenberg'],Ivan Galin,15560
4732,"['Sally Field', 'Alfred Molina', 'Sheila Rosenthal']",Brian Gilbert,9585
4733,"['Divine', 'David Lochary', 'Mary Vivian Pearce']",John Waters,14267
4734,['Leonard Nimoy'],Stephen Low,45929
4735,"['Johnny Depp', 'Heather Graham', 'Ian Holm']",Albert Hughes,768
4736,"['Robert Redford', 'James Gandolfini', 'Mark Ruffalo']",Rod Lurie,2100
4737,"['Drew Barrymore', 'Steve Zahn', 'Adam Garcia']",Penny Marshall,11091
4738,"['Premsinee Ratanasopha', 'Patharawarin Timkul', 'Pisek Intrakanchit']",Oxide Pang Chun,3173
4739,"['Leonardo Sbaraglia', 'Eduardo Noriega', 'Pablo Echarri']",Marcelo Piñeyro,27092
4740,"['Charlotte Ayanna', 'Kristin Bauer van Straten', 'W. Earl Brown']",Michael Radford,23941
4741,"['William H. Macy', 'Laura Dern', 'David Paymer']",Neal Slavin,18192
4742,"['Mark Rylance', 'Kerry Fox', 'Timothy Spall']",Patrice Chéreau,11845
4743,"['Wiley Wiggins', 'Ethan Hawke', 'Julie Delpy']",Richard Linklater,9081
4744,"['Jeff Bridges', 'Kevin Spacey', 'Mary McCormack']",Iain Softley,167
4745,"['Lance Bass', 'Joey Fatone', 'Emmanuelle Chriqui']",Eric Bross,34043
4746,"['Tony Shalhoub', 'Embeth Davidtz', 'Matthew Lillard']",Steve Beck,9378
4747,"['David Wenham', 'Susie Porter', 'Catherine McClements']",Jonathan Teplitzky,27444
4748,"['Jake Gyllenhaal', 'Jena Malone', 'Patrick Swayze']",Richard Kelly,141
4749,"['Minnie Driver', 'Mary McCormack', 'Kevin McNally']",Mel Smith,10034
4750,"['Kevin Kline', 'Kristin Scott Thomas', 'Hayden Christensen']",Irwin Winkler,11457
4751,"['Billy Bob Thornton', 'Frances McDormand', 'Michael Badalucco']",Joel Coen,10778
4752,"['André Dussollier', 'Hélène Fillières', 'Emmanuelle Devos']",Sophie Fillières,78657
4753,"['Ariane Ascaride', 'Jean-Pierre Darroussin', 'Jacques Boudet']",Robert Guédiguian,67385
4754,[],Sandi Simcha Dubowski,151727
